RoomType;Room_ID;hasCoordinate;Height;W;D;OpeningArea;WFR;v_out;T_out;Distance;T_10_ID;T_10;T_20_ID;T_20;T_30_ID;T_30;T_40_ID;T_40;T_50_ID;T_50;T_60_ID;T_60;T_70_ID;T_70;T_80_ID;T_80;T_90_ID;T_90;T_100_ID;T_100
Standard;:Standard_075;{-1.24, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,725018;Res_V_T10_450;0,098166;Res_V_T20_450;0,111911;Res_V_T30_450;0,114507;Res_V_T40_450;0,114659;Res_V_T50_450;0,137169;Res_V_T60_450;0,110825;Res_V_T70_450;0,153771;Res_V_T80_450;0,104706;Res_V_T90_450;0,162602;Res_V_T100_450;0,103345
Standard;:Standard_075;{-1.24, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,967444;Res_V_T10_451;0,092354;Res_V_T20_451;0,108873;Res_V_T30_451;0,106629;Res_V_T40_451;0,111193;Res_V_T50_451;0,131072;Res_V_T60_451;0,106145;Res_V_T70_451;0,153018;Res_V_T80_451;0,098899;Res_V_T90_451;0,163996;Res_V_T100_451;0,097882
Standard;:Standard_075;{-1.24, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;3,219585;Res_V_T10_452;0,087001;Res_V_T20_452;0,104648;Res_V_T30_452;0,098005;Res_V_T40_452;0,106177;Res_V_T50_452;0,121302;Res_V_T60_452;0,099977;Res_V_T70_452;0,147142;Res_V_T80_452;0,091775;Res_V_T90_452;0,161158;Res_V_T100_452;0,092259
Standard;:Standard_075;{-1.24, 1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;3,479328;Res_V_T10_453;0,080394;Res_V_T20_453;0,097739;Res_V_T30_453;0,087123;Res_V_T40_453;0,09814;Res_V_T50_453;0,106086;Res_V_T60_453;0,090979;Res_V_T70_453;0,133928;Res_V_T80_453;0,082265;Res_V_T90_453;0,151505;Res_V_T100_453;0,084852
Standard;:Standard_075;{-1.24, 1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;3,745093;Res_V_T10_454;0,067003;Res_V_T20_454;0,080438;Res_V_T30_454;0,068324;Res_V_T40_454;0,079565;Res_V_T50_454;0,07864;Res_V_T60_454;0,07208;Res_V_T70_454;0,104544;Res_V_T80_454;0,064528;Res_V_T90_454;0,126673;Res_V_T100_454;0,069216
Standard;:Standard_075;{-1.24, 1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;4,015685;Res_V_T10_455;0,055633;Res_V_T20_455;0,068733;Res_V_T30_455;0,053993;Res_V_T40_455;0,066995;Res_V_T50_455;0,053212;Res_V_T60_455;0,060848;Res_V_T70_455;0,066755;Res_V_T80_455;0,057091;Res_V_T90_455;0,08428;Res_V_T100_455;0,061525
Standard;:Standard_075;{-0.93, -1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;1,460488;Res_V_T10_456;0,170595;Res_V_T20_456;0,158899;Res_V_T30_456;0,174017;Res_V_T40_456;0,15768;Res_V_T50_456;0,176252;Res_V_T60_456;0,157848;Res_V_T70_456;0,179093;Res_V_T80_456;0,156988;Res_V_T90_456;0,185106;Res_V_T100_456;0,166521
Standard;:Standard_075;{-0.93, -1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;1,501008;Res_V_T10_457;0,152152;Res_V_T20_457;0,14591;Res_V_T30_457;0,156506;Res_V_T40_457;0,144543;Res_V_T50_457;0,158664;Res_V_T60_457;0,145268;Res_V_T70_457;0,159771;Res_V_T80_457;0,144194;Res_V_T90_457;0,161547;Res_V_T100_457;0,152207
Standard;:Standard_075;{-0.93, -1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;1,597819;Res_V_T10_458;0,155481;Res_V_T20_458;0,150101;Res_V_T30_458;0,162612;Res_V_T40_458;0,150024;Res_V_T50_458;0,166696;Res_V_T60_458;0,151033;Res_V_T70_458;0,168024;Res_V_T80_458;0,148669;Res_V_T90_458;0,169196;Res_V_T100_458;0,154925
Standard;:Standard_075;{-0.93, -0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;1,741558;Res_V_T10_459;0,149855;Res_V_T20_459;0,14642;Res_V_T30_459;0,159723;Res_V_T40_459;0,147422;Res_V_T50_459;0,166605;Res_V_T60_459;0,148021;Res_V_T70_459;0,16905;Res_V_T80_459;0,144527;Res_V_T90_459;0,171035;Res_V_T100_459;0,14914
Standard;:Standard_075;{-0.93, -0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;1,921724;Res_V_T10_460;0,139629;Res_V_T20_460;0,139564;Res_V_T30_460;0,152004;Res_V_T40_460;0,141259;Res_V_T50_460;0,162364;Res_V_T60_460;0,141285;Res_V_T70_460;0,166888;Res_V_T80_460;0,136881;Res_V_T90_460;0,170295;Res_V_T100_460;0,140022
Standard;:Standard_075;{-0.93, -0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,12909;Res_V_T10_461;0,125623;Res_V_T20_461;0,130532;Res_V_T30_461;0,140248;Res_V_T40_461;0,13289;Res_V_T50_461;0,155126;Res_V_T60_461;0,131891;Res_V_T70_461;0,163513;Res_V_T80_461;0,126764;Res_V_T90_461;0,168724;Res_V_T100_461;0,127989
Standard;:Standard_075;{-0.93, 0.0, -1.3};1;3,5;4;0,75;0,0534;3;10;2,356486;Res_V_T10_462;0,113772;Res_V_T20_462;0,123158;Res_V_T30_462;0,12924;Res_V_T40_462;0,125972;Res_V_T50_462;0,148012;Res_V_T60_462;0,123929;Res_V_T70_462;0,161027;Res_V_T80_462;0,118242;Res_V_T90_462;0,167382;Res_V_T100_462;0,117741
Standard;:Standard_075;{-0.93, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,598658;Res_V_T10_463;0,102916;Res_V_T20_463;0,116412;Res_V_T30_463;0,117853;Res_V_T40_463;0,119529;Res_V_T50_463;0,140053;Res_V_T60_463;0,116316;Res_V_T70_463;0,158666;Res_V_T80_463;0,109942;Res_V_T90_463;0,165598;Res_V_T100_463;0,107997
Standard;:Standard_075;{-0.93, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,851846;Res_V_T10_464;0,092256;Res_V_T20_464;0,109852;Res_V_T30_464;0,104627;Res_V_T40_464;0,112861;Res_V_T50_464;0,128998;Res_V_T60_464;0,108302;Res_V_T70_464;0,154443;Res_V_T80_464;0,100862;Res_V_T90_464;0,161553;Res_V_T100_464;0,098246
Standard;:Standard_075;{-0.93, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;3,113362;Res_V_T10_465;0,083576;Res_V_T20_465;0,104003;Res_V_T30_465;0,092575;Res_V_T40_465;0,106457;Res_V_T50_465;0,117052;Res_V_T60_465;0,100453;Res_V_T70_465;0,147382;Res_V_T80_465;0,091671;Res_V_T90_465;0,154549;Res_V_T100_465;0,089971
Standard;:Standard_075;{-0.93, 1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;3,381276;Res_V_T10_466;0,074943;Res_V_T20_466;0,09663;Res_V_T30_466;0,079445;Res_V_T40_466;0,097986;Res_V_T50_466;0,101379;Res_V_T60_466;0,090763;Res_V_T70_466;0,133848;Res_V_T80_466;0,080974;Res_V_T90_466;0,141657;Res_V_T100_466;0,081431
Standard;:Standard_075;{-0.93, 1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;3,654179;Res_V_T10_467;0,061891;Res_V_T20_467;0,080436;Res_V_T30_467;0,060821;Res_V_T40_467;0,080169;Res_V_T50_467;0,076333;Res_V_T60_467;0,072666;Res_V_T70_467;0,10517;Res_V_T80_467;0,064201;Res_V_T90_467;0,113654;Res_V_T100_467;0,067269
Standard;:Standard_075;{-0.93, 1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;3,931034;Res_V_T10_468;0,059604;Res_V_T20_468;0,068873;Res_V_T30_468;0,054474;Res_V_T40_468;0,068486;Res_V_T50_468;0,055499;Res_V_T60_468;0,064374;Res_V_T70_468;0,071689;Res_V_T80_468;0,061263;Res_V_T90_468;0,072294;Res_V_T100_468;0,062118
Standard;:Standard_075;{-0.62, -1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;1,285506;Res_V_T10_469;0,186886;Res_V_T20_469;0,171667;Res_V_T30_469;0,191409;Res_V_T40_469;0,17055;Res_V_T50_469;0,192597;Res_V_T60_469;0,170621;Res_V_T70_469;0,194707;Res_V_T80_469;0,170319;Res_V_T90_469;0,199378;Res_V_T100_469;0,180378
Standard;:Standard_075;{-0.62, -1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;1,331362;Res_V_T10_470;0,196748;Res_V_T20_470;0,186073;Res_V_T30_470;0,202182;Res_V_T40_470;0,185709;Res_V_T50_470;0,203009;Res_V_T60_470;0,186801;Res_V_T70_470;0,203091;Res_V_T80_470;0,186974;Res_V_T90_470;0,204102;Res_V_T100_470;0,194796
Standard;:Standard_075;{-0.62, -1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;1,439627;Res_V_T10_471;0,196659;Res_V_T20_471;0,188571;Res_V_T30_471;0,204613;Res_V_T40_471;0,189344;Res_V_T50_471;0,20808;Res_V_T60_471;0,190288;Res_V_T70_471;0,208946;Res_V_T80_471;0,189364;Res_V_T90_471;0,209445;Res_V_T100_471;0,194757
Standard;:Standard_075;{-0.62, -0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;1,597662;Res_V_T10_472;0,180101;Res_V_T20_472;0,175102;Res_V_T30_472;0,190385;Res_V_T40_472;0,17631;Res_V_T50_472;0,197219;Res_V_T60_472;0,176826;Res_V_T70_472;0,199918;Res_V_T80_472;0,174481;Res_V_T90_472;0,201253;Res_V_T100_472;0,178311
Standard;:Standard_075;{-0.62, -0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;1,792352;Res_V_T10_473;0,160255;Res_V_T20_473;0,158784;Res_V_T30_473;0,172395;Res_V_T40_473;0,160236;Res_V_T50_473;0,182765;Res_V_T60_473;0,160431;Res_V_T70_473;0,18795;Res_V_T80_473;0,156693;Res_V_T90_473;0,190562;Res_V_T100_473;0,159418
Standard;:Standard_075;{-0.62, -0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,013088;Res_V_T10_474;0,1379;Res_V_T20_474;0,141733;Res_V_T30_474;0,151966;Res_V_T40_474;0,143515;Res_V_T50_474;0,166833;Res_V_T60_474;0,143186;Res_V_T70_474;0,175968;Res_V_T80_474;0,138208;Res_V_T90_474;0,179851;Res_V_T100_474;0,139553
Standard;:Standard_075;{-0.62, 0.0, -1.3};1;3,5;4;0,75;0,0534;3;10;2,252227;Res_V_T10_475;0,120161;Res_V_T20_475;0,129423;Res_V_T30_475;0,135206;Res_V_T40_475;0,131633;Res_V_T50_475;0,154446;Res_V_T60_475;0,13032;Res_V_T70_475;0,168185;Res_V_T80_475;0,124547;Res_V_T90_475;0,17264;Res_V_T100_475;0,124309
Standard;:Standard_075;{-0.62, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,504501;Res_V_T10_476;0,104318;Res_V_T20_476;0,118907;Res_V_T30_476;0,119202;Res_V_T40_476;0,121523;Res_V_T50_476;0,142363;Res_V_T60_476;0,119067;Res_V_T70_476;0,161777;Res_V_T80_476;0,112493;Res_V_T90_476;0,166161;Res_V_T100_476;0,110579
Standard;:Standard_075;{-0.62, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,76632;Res_V_T10_477;0,088894;Res_V_T20_477;0,108891;Res_V_T30_477;0,101639;Res_V_T40_477;0,111677;Res_V_T50_477;0,127711;Res_V_T60_477;0,10789;Res_V_T70_477;0,153811;Res_V_T80_477;0,100082;Res_V_T90_477;0,157721;Res_V_T100_477;0,09697
Standard;:Standard_075;{-0.62, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;3,035214;Res_V_T10_478;0,07732;Res_V_T20_478;0,10193;Res_V_T30_478;0,08746;Res_V_T40_478;0,104504;Res_V_T50_478;0,114008;Res_V_T60_478;0,09915;Res_V_T70_478;0,144182;Res_V_T80_478;0,089654;Res_V_T90_478;0,14794;Res_V_T100_478;0,086881
Standard;:Standard_075;{-0.62, 1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;3,30946;Res_V_T10_479;0,066431;Res_V_T20_479;0,09413;Res_V_T30_479;0,072986;Res_V_T40_479;0,095984;Res_V_T50_479;0,097717;Res_V_T60_479;0,08908;Res_V_T70_479;0,12919;Res_V_T80_479;0,078162;Res_V_T90_479;0,133659;Res_V_T100_479;0,077211
Standard;:Standard_075;{-0.62, 1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;3,58783;Res_V_T10_480;0,052745;Res_V_T20_480;0,078452;Res_V_T30_480;0,054586;Res_V_T40_480;0,079054;Res_V_T50_480;0,073403;Res_V_T60_480;0,071632;Res_V_T70_480;0,099807;Res_V_T80_480;0,061649;Res_V_T90_480;0,105953;Res_V_T100_480;0,062994
Standard;:Standard_075;{-0.62, 1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;3,869435;Res_V_T10_481;0,056285;Res_V_T20_481;0,066081;Res_V_T30_481;0,050778;Res_V_T40_481;0,066714;Res_V_T50_481;0,054872;Res_V_T60_481;0,065154;Res_V_T70_481;0,068503;Res_V_T80_481;0,06094;Res_V_T90_481;0,065423;Res_V_T100_481;0,05838
Standard;:Standard_075;{-0.31, -1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;1,168;Res_V_T10_482;0,200761;Res_V_T20_482;0,179245;Res_V_T30_482;0,207184;Res_V_T40_482;0,174396;Res_V_T50_482;0,207052;Res_V_T60_482;0,173;Res_V_T70_482;0,208232;Res_V_T80_482;0,176077;Res_V_T90_482;0,211873;Res_V_T100_482;0,189233
Standard;:Standard_075;{-0.31, -1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;1,218288;Res_V_T10_483;0,251569;Res_V_T20_483;0,233204;Res_V_T30_483;0,256225;Res_V_T40_483;0,230772;Res_V_T50_483;0,255456;Res_V_T60_483;0,23068;Res_V_T70_483;0,254602;Res_V_T80_483;0,232746;Res_V_T90_483;0,254676;Res_V_T100_483;0,242178
Standard;:Standard_075;{-0.31, -1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;1,335749;Res_V_T10_484;0,246113;Res_V_T20_484;0,235444;Res_V_T30_484;0,253055;Res_V_T40_484;0,23588;Res_V_T50_484;0,255711;Res_V_T60_484;0,235779;Res_V_T70_484;0,256179;Res_V_T80_484;0,236911;Res_V_T90_484;0,255003;Res_V_T100_484;0,241472
Standard;:Standard_075;{-0.31, -0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;1,504734;Res_V_T10_485;0,210855;Res_V_T20_485;0,206273;Res_V_T30_485;0,220914;Res_V_T40_485;0,207361;Res_V_T50_485;0,228205;Res_V_T60_485;0,206847;Res_V_T70_485;0,231766;Res_V_T80_485;0,206473;Res_V_T90_485;0,231615;Res_V_T100_485;0,208473
Standard;:Standard_075;{-0.31, -0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;1,710037;Res_V_T10_486;0,176685;Res_V_T20_486;0,176528;Res_V_T30_486;0,188595;Res_V_T40_486;0,177869;Res_V_T50_486;0,199988;Res_V_T60_486;0,177262;Res_V_T70_486;0,206867;Res_V_T80_486;0,174936;Res_V_T90_486;0,208303;Res_V_T100_486;0,175825
Standard;:Standard_075;{-0.31, -0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;1,940161;Res_V_T10_487;0,145444;Res_V_T20_487;0,150349;Res_V_T30_487;0,158665;Res_V_T40_487;0,151943;Res_V_T50_487;0,174648;Res_V_T60_487;0,15111;Res_V_T70_487;0,185684;Res_V_T80_487;0,146907;Res_V_T90_487;0,188198;Res_V_T100_487;0,146948
Standard;:Standard_075;{-0.31, 0.0, -1.3};1;3,5;4;0,75;0,0534;3;10;2,187287;Res_V_T10_488;0,123034;Res_V_T20_488;0,133703;Res_V_T30_488;0,137491;Res_V_T40_488;0,135465;Res_V_T50_488;0,157802;Res_V_T60_488;0,134234;Res_V_T70_488;0,17308;Res_V_T80_488;0,128839;Res_V_T90_488;0,175713;Res_V_T100_488;0,127871
Standard;:Standard_075;{-0.31, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,446268;Res_V_T10_489;0,103444;Res_V_T20_489;0,1204;Res_V_T30_489;0,1182;Res_V_T40_489;0,122386;Res_V_T50_489;0,143043;Res_V_T60_489;0,120407;Res_V_T70_489;0,163243;Res_V_T80_489;0,11376;Res_V_T90_489;0,16559;Res_V_T100_489;0,111441
Standard;:Standard_075;{-0.31, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,713711;Res_V_T10_490;0,084309;Res_V_T20_490;0,107882;Res_V_T30_490;0,097749;Res_V_T40_490;0,110154;Res_V_T50_490;0,126156;Res_V_T60_490;0,107022;Res_V_T70_490;0,151883;Res_V_T80_490;0,09869;Res_V_T90_490;0,154214;Res_V_T100_490;0,095074
Standard;:Standard_075;{-0.31, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;2,987344;Res_V_T10_491;0,07076;Res_V_T20_491;0,099833;Res_V_T30_491;0,082434;Res_V_T40_491;0,102224;Res_V_T50_491;0,11101;Res_V_T60_491;0,097758;Res_V_T70_491;0,139508;Res_V_T80_491;0,087402;Res_V_T90_491;0,142915;Res_V_T100_491;0,083704
Standard;:Standard_075;{-0.31, 1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;3,265612;Res_V_T10_492;0,05814;Res_V_T20_492;0,091699;Res_V_T30_492;0,067516;Res_V_T40_492;0,093891;Res_V_T50_492;0,093785;Res_V_T60_492;0,087548;Res_V_T70_492;0,122052;Res_V_T80_492;0,075241;Res_V_T90_492;0,12813;Res_V_T100_492;0,073029
Standard;:Standard_075;{-0.31, 1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;3,547425;Res_V_T10_493;0,04295;Res_V_T20_493;0,076365;Res_V_T30_493;0,048753;Res_V_T40_493;0,077759;Res_V_T50_493;0,06773;Res_V_T60_493;0,070045;Res_V_T70_493;0,09029;Res_V_T80_493;0,05792;Res_V_T90_493;0,101787;Res_V_T100_493;0,058233
Standard;:Standard_075;{-0.31, 1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;3,832;Res_V_T10_494;0,048262;Res_V_T20_494;0,062734;Res_V_T30_494;0,044972;Res_V_T40_494;0,063075;Res_V_T50_494;0,048359;Res_V_T60_494;0,062218;Res_V_T70_494;0,05638;Res_V_T80_494;0,056573;Res_V_T90_494;0,061726;Res_V_T100_494;0,054298
Standard;:Standard_075;{0.0, -1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;1,126111;Res_V_T10_495;0,129033;Res_V_T20_495;0,120636;Res_V_T30_495;0,129931;Res_V_T40_495;0,118035;Res_V_T50_495;0,132288;Res_V_T60_495;0,118442;Res_V_T70_495;0,132274;Res_V_T80_495;0,121461;Res_V_T90_495;0,131429;Res_V_T100_495;0,124075
Standard;:Standard_075;{0.0, -1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;1,178187;Res_V_T10_496;0,237784;Res_V_T20_496;0,212569;Res_V_T30_496;0,240379;Res_V_T40_496;0,211288;Res_V_T50_496;0,240743;Res_V_T60_496;0,210083;Res_V_T70_496;0,243364;Res_V_T80_496;0,208937;Res_V_T90_496;0,248361;Res_V_T100_496;0,217589
Standard;:Standard_075;{0.0, -1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;1,299279;Res_V_T10_497;0,265957;Res_V_T20_497;0,25449;Res_V_T30_497;0,27027;Res_V_T40_497;0,254264;Res_V_T50_497;0,272255;Res_V_T60_497;0,252814;Res_V_T70_497;0,273931;Res_V_T80_497;0,254199;Res_V_T90_497;0,273854;Res_V_T100_497;0,258226
Standard;:Standard_075;{0.0, -0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;1,472455;Res_V_T10_498;0,2236;Res_V_T20_498;0,221146;Res_V_T30_498;0,232216;Res_V_T40_498;0,222085;Res_V_T50_498;0,239311;Res_V_T60_498;0,220536;Res_V_T70_498;0,244207;Res_V_T80_498;0,221012;Res_V_T90_498;0,245012;Res_V_T100_498;0,221412
Standard;:Standard_075;{0.0, -0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;1,681703;Res_V_T10_499;0,18121;Res_V_T20_499;0,183298;Res_V_T30_499;0,192166;Res_V_T40_499;0,185039;Res_V_T50_499;0,20378;Res_V_T60_499;0,183521;Res_V_T70_499;0,212345;Res_V_T80_499;0,181791;Res_V_T90_499;0,215134;Res_V_T100_499;0,180705
Standard;:Standard_075;{0.0, -0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;1,915235;Res_V_T10_500;0,145836;Res_V_T20_500;0,152589;Res_V_T30_500;0,15821;Res_V_T40_500;0,154592;Res_V_T50_500;0,174624;Res_V_T60_500;0,152874;Res_V_T70_500;0,187285;Res_V_T80_500;0,149207;Res_V_T90_500;0,190941;Res_V_T100_500;0,147495
Standard;:Standard_075;{0.0, 0.0, -1.3};1;3,5;4;0,75;0,0534;3;10;2,165208;Res_V_T10_501;0,122226;Res_V_T20_501;0,134325;Res_V_T30_501;0,135861;Res_V_T40_501;0,13625;Res_V_T50_501;0,15666;Res_V_T60_501;0,134286;Res_V_T70_501;0,17325;Res_V_T80_501;0,129504;Res_V_T90_501;0,176584;Res_V_T100_501;0,127207
Standard;:Standard_075;{0.0, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,426546;Res_V_T10_502;0,10174;Res_V_T20_502;0,120369;Res_V_T30_502;0,115998;Res_V_T40_502;0,122172;Res_V_T50_502;0,141567;Res_V_T60_502;0,119892;Res_V_T70_502;0,162561;Res_V_T80_502;0,113629;Res_V_T90_502;0,165222;Res_V_T100_502;0,110348
Standard;:Standard_075;{0.0, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,695946;Res_V_T10_503;0,081788;Res_V_T20_503;0,107348;Res_V_T30_503;0,095184;Res_V_T40_503;0,109196;Res_V_T50_503;0,124464;Res_V_T60_503;0,106254;Res_V_T70_503;0,150319;Res_V_T80_503;0,097869;Res_V_T90_503;0,153069;Res_V_T100_503;0,093564
Standard;:Standard_075;{0.0, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;2,971216;Res_V_T10_504;0,067933;Res_V_T20_504;0,098957;Res_V_T30_504;0,079904;Res_V_T40_504;0,100922;Res_V_T50_504;0,109086;Res_V_T60_504;0,097048;Res_V_T70_504;0,137037;Res_V_T80_504;0,086275;Res_V_T90_504;0,141439;Res_V_T100_504;0,0819
Standard;:Standard_075;{0.0, 1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;3,250865;Res_V_T10_505;0,055181;Res_V_T20_505;0,090758;Res_V_T30_505;0,065204;Res_V_T40_505;0,092741;Res_V_T50_505;0,091413;Res_V_T60_505;0,087017;Res_V_T70_505;0,118543;Res_V_T80_505;0,073824;Res_V_T90_505;0,126611;Res_V_T100_505;0,070991
Standard;:Standard_075;{0.0, 1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;3,533854;Res_V_T10_506;0,03884;Res_V_T20_506;0,075677;Res_V_T30_506;0,045376;Res_V_T40_506;0,077262;Res_V_T50_506;0,063195;Res_V_T60_506;0,069352;Res_V_T70_506;0,085592;Res_V_T80_506;0,055833;Res_V_T90_506;0,100943;Res_V_T100_506;0,056143
Standard;:Standard_075;{0.0, 1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;3,81944;Res_V_T10_507;0,043491;Res_V_T20_507;0,060374;Res_V_T30_507;0,041092;Res_V_T40_507;0,059017;Res_V_T50_507;0,037806;Res_V_T60_507;0,059589;Res_V_T70_507;0,048345;Res_V_T80_507;0,053971;Res_V_T90_507;0,061109;Res_V_T100_507;0,052651
Standard;:Standard_075;{0.31, -1.8, -1.3};1;3,5;4;0,75;0,0534;3;10;1,168;Res_V_T10_508;0,203008;Res_V_T20_508;0,180531;Res_V_T30_508;0,207034;Res_V_T40_508;0,176213;Res_V_T50_508;0,208358;Res_V_T60_508;0,173121;Res_V_T70_508;0,212845;Res_V_T80_508;0,173574;Res_V_T90_508;0,218911;Res_V_T100_508;0,187297
Standard;:Standard_075;{0.31, -1.5, -1.3};1;3,5;4;0,75;0,0534;3;10;1,218288;Res_V_T10_509;0,254072;Res_V_T20_509;0,235581;Res_V_T30_509;0,256584;Res_V_T40_509;0,232777;Res_V_T50_509;0,257815;Res_V_T60_509;0,230005;Res_V_T70_509;0,260037;Res_V_T80_509;0,231597;Res_V_T90_509;0,260679;Res_V_T100_509;0,240652
Standard;:Standard_075;{0.31, -1.2, -1.3};1;3,5;4;0,75;0,0534;3;10;1,335749;Res_V_T10_510;0,248861;Res_V_T20_510;0,239104;Res_V_T30_510;0,253648;Res_V_T40_510;0,237924;Res_V_T50_510;0,257727;Res_V_T60_510;0,234132;Res_V_T70_510;0,260646;Res_V_T80_510;0,23525;Res_V_T90_510;0,260874;Res_V_T100_510;0,239269
Standard;:Standard_075;{0.31, -0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;1,504734;Res_V_T10_511;0,212616;Res_V_T20_511;0,208572;Res_V_T30_511;0,220886;Res_V_T40_511;0,208997;Res_V_T50_511;0,228616;Res_V_T60_511;0,205388;Res_V_T70_511;0,234116;Res_V_T80_511;0,204603;Res_V_T90_511;0,236791;Res_V_T100_511;0,205993
Standard;:Standard_075;{0.31, -0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;1,710037;Res_V_T10_512;0,177612;Res_V_T20_512;0,177707;Res_V_T30_512;0,188067;Res_V_T40_512;0,179112;Res_V_T50_512;0,199412;Res_V_T60_512;0,175996;Res_V_T70_512;0,207956;Res_V_T80_512;0,173585;Res_V_T90_512;0,212551;Res_V_T100_512;0,173457
Standard;:Standard_075;{0.31, -0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;1,940161;Res_V_T10_513;0,145881;Res_V_T20_513;0,151065;Res_V_T30_513;0,157959;Res_V_T40_513;0,152809;Res_V_T50_513;0,173869;Res_V_T60_513;0,149915;Res_V_T70_513;0,186315;Res_V_T80_513;0,14639;Res_V_T90_513;0,191298;Res_V_T100_513;0,145014
Standard;:Standard_075;{0.31, 0.0, -1.3};1;3,5;4;0,75;0,0534;3;10;2,187287;Res_V_T10_514;0,123235;Res_V_T20_514;0,134325;Res_V_T30_514;0,136834;Res_V_T40_514;0,136009;Res_V_T50_514;0,157197;Res_V_T60_514;0,133149;Res_V_T70_514;0,173603;Res_V_T80_514;0,128831;Res_V_T90_514;0,177845;Res_V_T100_514;0,126379
Standard;:Standard_075;{0.31, 0.3, -1.3};1;3,5;4;0,75;0,0534;3;10;2,446268;Res_V_T10_515;0,103492;Res_V_T20_515;0,121024;Res_V_T30_515;0,117692;Res_V_T40_515;0,122486;Res_V_T50_515;0,142707;Res_V_T60_515;0,119616;Res_V_T70_515;0,163645;Res_V_T80_515;0,113987;Res_V_T90_515;0,166829;Res_V_T100_515;0,11033
Standard;:Standard_075;{0.31, 0.6, -1.3};1;3,5;4;0,75;0,0534;3;10;2,713711;Res_V_T10_516;0,084358;Res_V_T20_516;0,108503;Res_V_T30_516;0,097553;Res_V_T40_516;0,109798;Res_V_T50_516;0,126123;Res_V_T60_516;0,106745;Res_V_T70_516;0,15197;Res_V_T80_516;0,098982;Res_V_T90_516;0,154737;Res_V_T100_516;0,094301
Standard;:Standard_075;{0.31, 0.9, -1.3};1;3,5;4;0,75;0,0534;3;10;2,987344;Res_V_T10_517;0,071057;Res_V_T20_517;0,100408;Res_V_T30_517;0,08261;Res_V_T40_517;0,101625;Res_V_T50_517;0,111168;Res_V_T60_517;0,097914;Res_V_T70_517;0,139142;Res_V_T80_517;0,087512;Res_V_T90_517;0,143062;Res_V_T100_517;0,083027
